contigName	contigLen	totalAvgDepth	err65.sort.bam	err65.sort.bam-var
1916_NC_049805.1	13080	0	0	0
1917_NC_049805.1	13080	0	0	0
1918_NC_049805.1	13080	0	0	0
1919_NC_049805.1	13080	0	0	0
1920_NC_049805.1	6148	0	0	0
NC_048797.1	6840	0	0	0
1921_NC_049805.1	13080	0	0	0
1922_NC_049805.1	13080	0	0	0
1923_NC_049805.1	13080	0	0	0
1924_NC_049805.1	13080	0	0	0
1925_NC_049805.1	13080	0	0	0
1926_NC_049805.1	13080	0	0	0
1927_NC_049805.1	13080	0	0	0
1928_NC_049805.1	13080	0	0	0
1929_NC_049805.1	13080	0	0	0
1930_NC_049805.1	13080	0	0	0
1931_NC_049805.1	13080	0	0	0
1932_NC_049805.1	10863	0	0	0
NC_048798.1	2100	0	0	0
1933_NC_049805.1	13080	0	0	0
1934_NC_049805.1	13080	0	0	0
1935_NC_049805.1	13080	0	0	0
1936_NC_049805.1	13080	0	0	0
1937_NC_049805.1	13080	0	0	0
1938_NC_049805.1	13080	0	0	0
1939_NC_049805.1	13080	0	0	0
1940_NC_049805.1	13080	0	0	0
1941_NC_049805.1	13080	0	0	0
1942_NC_049805.1	13080	0	0	0
1943_NC_049805.1	13080	0	0	0
1944_NC_049805.1	13080	0	0	0
1945_NC_049805.1	9472	0	0	0
NC_048799.1	3540	0	0	0
1946_NC_049805.1	13080	0	0	0
1947_NC_049805.1	13080	0	0	0
1948_NC_049805.1	13080	0	0	0
1949_NC_049805.1	9549	0	0	0
NC_048800.1	3420	0	0	0
1950_NC_049805.1	13080	0	0	0
1951_NC_049805.1	13080	0	0	0
1952_NC_049805.1	13080	0	0	0
1953_NC_049805.1	13080	0	0	0
1954_NC_049805.1	13005	0	0	0
1955_NC_049805.1	13080	0	0	0
1956_NC_049805.1	13080	0	0	0
1957_NC_049805.1	13080	0	0	0
1958_NC_049805.1	13080	0	0	0
1959_NC_049805.1	1661	0	0	0
NC_048802.1	11340	0	0	0
1960_NC_049805.1	13080	0	0	0
1961_NC_049805.1	13080	0	0	0
1962_NC_049805.1	13080	0	0	0
1963_NC_049805.1	13080	0	0	0
1964_NC_049805.1	13080	0	0	0
1965_NC_049805.1	13080	0	0	0
1966_NC_049805.1	13080	0	0	0
1967_NC_049805.1	13080	0	0	0
1968_NC_049805.1	13080	0	0	0
1969_NC_049805.1	13080	0	0	0
1970_NC_049805.1	13080	0	0	0
1971_NC_049805.1	4145	0	0	0
NC_048803.1	8820	0	0	0
1972_NC_049805.1	13080	0	0	0
1973_NC_049805.1	13080	0	0	0
1974_NC_049805.1	13080	0	0	0
1975_NC_049805.1	5332	0	0	0
NC_048804.1	7680	0	0	0
1976_NC_049805.1	13080	0	0	0
1977_NC_049805.1	13080	0	0	0
1978_NC_049805.1	13080	0	0	0
1979_NC_049805.1	13080	0	0	0
1980_NC_049805.1	13080	0	0	0
1981_NC_049805.1	13080	0	0	0
1982_NC_049805.1	13080	0	0	0
1983_NC_049805.1	13080	0	0	0
1984_NC_049805.1	13080	0	0	0
1985_NC_049805.1	13080	0	0	0
1986_NC_049805.1	13080	0	0	0
1987_NC_049805.1	8401	0	0	0
NC_048805.1	4560	0	0	0
1988_NC_049805.1	13080	0	0	0
1989_NC_049805.1	13080	0	0	0
1990_NC_049805.1	13080	0	0	0
1991_NC_049805.1	13080	0	0	0
1992_NC_049805.1	925	0	0	0
NC_048807.1	12060	0	0	0
1993_NC_049805.1	13080	0	0	0
1994_NC_049805.1	13080	0	0	0
1995_NC_049805.1	13080	0	0	0
1996_NC_049805.1	13080	0	0	0
1997_NC_049805.1	13080	0	0	0
1998_NC_049805.1	13080	0	0	0
1999_NC_049805.1	13080	0	0	0
2000_NC_049805.1	13080	0	0	0
2001_NC_049805.1	13080	0	0	0
2002_NC_049805.1	13080	0	0	0
2003_NC_049805.1	4461	0	0	0
NC_048808.1	8520	0	0	0
2004_NC_049805.1	13080	0	0	0
2005_NC_049805.1	13080	0	0	0
2006_NC_049805.1	13080	0	0	0
2007_NC_049805.1	13080	0	0	0
2008_NC_049805.1	13080	0	0	0
2009_NC_049805.1	13080	0	0	0
2010_NC_049805.1	13080	0	0	0
2011_NC_049805.1	10959	0	0	0
NC_048809.1	2040	0	0	0
2012_NC_049805.1	13080	0	0	0
2013_NC_049805.1	13080	0	0	0
2014_NC_049805.1	13080	0	0	0
2015_NC_049805.1	13080	0	0	0
2016_NC_049805.1	13080	0	0	0
2017_NC_049805.1	13080	0	0	0
2018_NC_049805.1	13080	0	0	0
2019_NC_049805.1	13080	0	0	0
2020_NC_049805.1	8306	0	0	0
NC_048810.1	4680	0	0	0
2021_NC_049805.1	13080	0	0	0
2022_NC_049805.1	13080	0	0	0
2023_NC_049805.1	13080	0	0	0
2024_NC_049805.1	13080	0	0	0
2025_NC_049805.1	4544	0	0	0
NC_048811.1	8460	0	0	0
2026_NC_049805.1	13080	0	0	0
2027_NC_049805.1	13080	0	0	0
2028_NC_049805.1	13080	0	0	0
2029_NC_049805.1	13080	0	0	0
2030_NC_049805.1	13080	0	0	0
2031_NC_049805.1	13080	0	0	0
2032_NC_049805.1	13080	0	0	0
2033_NC_049805.1	11616	0	0	0
NC_048812.1	1380	0	0	0
2034_NC_049805.1	13080	0	0	0
2035_NC_049805.1	13080	0	0	0
2036_NC_049805.1	13080	0	0	0
2037_NC_049805.1	13080	0	0	0
2038_NC_049805.1	13080	0	0	0
2039_NC_049805.1	1005	0	0	0
NC_048813.1	12000	0	0	0
2040_NC_049805.1	13080	0	0	0
2041_NC_049805.1	13080	0	0	0
2042_NC_049805.1	13080	0	0	0
2043_NC_049805.1	13080	0	0	0
2044_NC_049805.1	2572	0	0	0
NC_048814.1	10440	0	0	0
2045_NC_049805.1	13080	0	0	0
2046_NC_049805.1	13080	0	0	0
2047_NC_049805.1	13080	0	0	0
2048_NC_049805.1	13080	0	0	0
2049_NC_049805.1	5053	0	0	0
NC_048815.1	7920	0	0	0
2050_NC_049805.1	13080	0	0	0
2051_NC_049805.1	13080	0	0	0
2052_NC_049805.1	13080	0	0	0
2053_NC_049805.1	13080	0	0	0
2054_NC_049805.1	7245	0	0	0
NC_048816.1	5760	0	0	0
2055_NC_049805.1	13080	0	0	0
2056_NC_049805.1	13080	0	0	0
2057_NC_049805.1	13080	0	0	0
2058_NC_049805.1	13080	0	0	0
2059_NC_049805.1	2898	0	0	0
NC_048817.1	10080	0	0	0
2060_NC_049805.1	13080	0	0	0
2061_NC_049805.1	13080	0	0	0
2062_NC_049805.1	13080	0	0	0
2063_NC_049805.1	10407	0	0	0
NC_048819.1	2580	0	0	0
2064_NC_049805.1	13080	0	0	0
2065_NC_049805.1	13080	0	0	0
2066_NC_049805.1	13080	0	0	0
2067_NC_049805.1	13080	0	0	0
2068_NC_049805.1	13080	0	0	0
2069_NC_049805.1	13080	0	0	0
2070_NC_049805.1	13080	0	0	0
2071_NC_049805.1	13080	0	0	0
2072_NC_049805.1	3555	0	0	0
NC_048820.1	9420	0	0	0
2073_NC_049805.1	13080	0	0	0
2074_NC_049805.1	13080	0	0	0
2075_NC_049805.1	13080	0	0	0
2076_NC_049805.1	13080	0	0	0
2077_NC_049805.1	13080	0	0	0
2078_NC_049805.1	2694	0	0	0
NC_048821.1	10320	0	0	0
2079_NC_049805.1	13080	0	0	0
2080_NC_049805.1	13080	0	0	0
2081_NC_049805.1	13080	0	0	0
2082_NC_049805.1	13080	0	0	0
2083_NC_049805.1	13080	0	0	0
2084_NC_049805.1	13080	0	0	0
2085_NC_049805.1	13080	0	0	0
2086_NC_049805.1	13080	0	0	0
2087_NC_049805.1	13080	0	0	0
2088_NC_049805.1	13080	0	0	0
2089_NC_049805.1	13080	0	0	0
2090_NC_049805.1	13080	0	0	0
2091_NC_049805.1	13080	0	0	0
2092_NC_049805.1	13080	0	0	0
2093_NC_049805.1	13080	0	0	0
2094_NC_049805.1	13080	0	0	0
2095_NC_049805.1	13080	0	0	0
2096_NC_049805.1	4829	0	0	0
NC_048822.1	8160	0	0	0
2097_NC_049805.1	13080	0	0	0
2098_NC_049805.1	13080	0	0	0
2099_NC_049805.1	13080	0	0	0
2100_NC_049805.1	12878	0	0	0
NC_048823.1	120	0	0	0
2101_NC_049805.1	13080	0	0	0
2102_NC_049805.1	13080	0	0	0
2103_NC_049805.1	13080	0	0	0
2104_NC_049805.1	13080	0	0	0
2105_NC_049805.1	9183	0	0	0
NC_048824.1	3780	0	0	0
2106_NC_049805.1	13080	0	0	0
2107_NC_049805.1	13080	0	0	0
2108_NC_049805.1	13080	0	0	0
2109_NC_049805.1	13080	0	0	0
2110_NC_049805.1	13080	0	0	0
2111_NC_049805.1	2358	0	0	0
NC_048825.1	10620	0	0	0
2112_NC_049805.1	13080	0	0	0
2113_NC_049805.1	13080	0	0	0
2114_NC_049805.1	13080	0	0	0
2115_NC_049805.1	10671	0	0	0
NC_048826.1	2340	0	0	0
2116_NC_049805.1	13080	0	0	0
2117_NC_049805.1	13080	0	0	0
2118_NC_049805.1	13080	0	0	0
2119_NC_049805.1	13080	0	0	0
2120_NC_049805.1	13080	0	0	0
2121_NC_049805.1	415	0	0	0
NC_048827.1	12600	0	0	0
2122_NC_049805.1	13080	0	0	0
2123_NC_049805.1	13080	0	0	0
2124_NC_049805.1	13080	0	0	0
2125_NC_049805.1	13080	0	0	0
2126_NC_049805.1	13080	0	0	0
2127_NC_049805.1	13080	0	0	0
2128_NC_049805.1	13080	0	0	0
2129_NC_049805.1	13080	0	0	0
2130_NC_049805.1	13080	0	0	0
2131_NC_049805.1	13080	0	0	0
2132_NC_049805.1	4780	0	0	0
NC_048828.1	8220	0	0	0
2133_NC_049805.1	13080	0	0	0
2134_NC_049805.1	13080	0	0	0
2135_NC_049805.1	13080	0	0	0
2136_NC_049805.1	13080	0	0	0
2137_NC_049805.1	13080	0	0	0
2138_NC_049805.1	13080	0	0	0
2139_NC_049805.1	13080	0	0	0
2140_NC_049805.1	13080	0	0	0
2141_NC_049805.1	13080	0	0	0
2142_NC_049805.1	13080	0	0	0
2143_NC_049805.1	9822	0	0	0
NC_048829.1	3180	0	0	0
2144_NC_049805.1	13080	0	0	0
2145_NC_049805.1	13080	0	0	0
2146_NC_049805.1	5411	0	0	0
NC_048830.1	7560	0	0	0
2147_NC_049805.1	13080	0	0	0
2148_NC_049805.1	13080	0	0	0
2149_NC_049805.1	991	0	0	0
NC_048831.1	12000	0	0	0
2150_NC_049805.1	13080	0	0	0
2151_NC_049805.1	12948	0	0	0
NC_048832.1	60	0	0	0
2152_NC_049805.1	13080	0	0	0
2153_NC_049805.1	13080	0	0	0
2154_NC_049805.1	13042	0	0	0
NC_048833.1	13020	0	0	0
2156_NC_049805.1	13080	0	0	0
2157_NC_049805.1	12939	0	0	0
NC_048834.1	60	0	0	0
2158_NC_049805.1	13080	0	0	0
2159_NC_049805.1	13080	0	0	0
2160_NC_049805.1	13080	0	0	0
2161_NC_049805.1	3936	0	0	0
NC_048835.1	9060	0	0	0
2162_NC_049805.1	13080	0	0	0
2163_NC_049805.1	13080	0	0	0
2164_NC_049805.1	3048	0	0	0
NC_048836.1	9960	0	0	0
2165_NC_049805.1	13080	0	0	0
2166_NC_049805.1	13080	0	0	0
2167_NC_049805.1	2265	0	0	0
NC_048837.1	10740	0	0	0
2168_NC_049805.1	13080	0	0	0
2169_NC_049805.1	13080	0	0	0
2170_NC_049805.1	1627	0	0	0
NC_048838.1	11340	0	0	0
2171_NC_049805.1	13080	0	0	0
2172_NC_049805.1	13080	0	0	0
2173_NC_049805.1	1001	0	0	0
NC_048839.1	12000	0	0	0
2174_NC_049805.1	13080	0	0	0
2175_NC_049805.1	13054	0	0	0
NC_048840.1	13020	0	0	0
2177_NC_049805.1	13080	0	0	0
2178_NC_049805.1	12114	0	0	0
NC_048841.1	900	0	0	0
2179_NC_049805.1	13080	0	0	0
2180_NC_049805.1	13080	0	0	0
2181_NC_049805.1	12305	0	0	0
NC_048842.1	660	0	0	0
2182_NC_049805.1	13080	0	0	0
2183_NC_049805.1	13080	0	0	0
2184_NC_049805.1	11682	0	0	0
NC_048843.1	1320	0	0	0
2185_NC_049805.1	13080	0	0	0
2186_NC_049805.1	13080	0	0	0
2187_NC_049805.1	13062	0	0	0
NC_048844.1	13020	0	0	0
2189_NC_049805.1	13080	0	0	0
2190_NC_049805.1	10812	0	0	0
NC_048845.1	2160	0	0	0
2191_NC_049805.1	13080	0	0	0
2192_NC_049805.1	13080	0	0	0
2193_NC_049805.1	13080	0	0	0
2194_NC_049805.1	10692	0	0	0
NC_048846.1	2280	0	0	0
2195_NC_049805.1	13080	0	0	0
2196_NC_049805.1	13080	0	0	0
2197_NC_049805.1	13080	0	0	0
2198_NC_049805.1	3131	0	0	0
NC_048847.1	9840	0	0	0
2199_NC_049805.1	13080	0	0	0
2200_NC_049805.1	13080	0	0	0
2201_NC_049805.1	13080	0	0	0
2202_NC_049805.1	13080	0	0	0
2203_NC_049805.1	13080	0	0	0
2204_NC_049805.1	13080	0	0	0
2205_NC_049805.1	4440	0	0	0
NC_048849.1	8580	0	0	0
2206_NC_049805.1	13080	0	0	0
2207_NC_049805.1	13080	0	0	0
2208_NC_049805.1	13080	0	0	0
2209_NC_049805.1	13080	0	0	0
2210_NC_049805.1	13080	0	0	0
2211_NC_049805.1	13080	0	0	0
2212_NC_049805.1	13080	0	0	0
2213_NC_049805.1	13080	0	0	0
2214_NC_049805.1	13080	0	0	0
2215_NC_049805.1	13080	0	0	0
2216_NC_049805.1	13080	0	0	0
2217_NC_049805.1	13080	0	0	0
2218_NC_049805.1	9384	0	0	0
NC_048850.1	3600	0	0	0
2219_NC_049805.1	13080	0	0	0
2220_NC_049805.1	13080	0	0	0
2221_NC_049805.1	13080	0	0	0
2222_NC_049805.1	13080	0	0	0
2223_NC_049805.1	471	0	0	0
NC_048851.1	12540	0	0	0
2224_NC_049805.1	13080	0	0	0
2225_NC_049805.1	13080	0	0	0
2226_NC_049805.1	13080	0	0	0
2227_NC_049805.1	13080	0	0	0
2228_NC_049805.1	12361	0	0	0
NC_048852.1	600	0	0	0
2229_NC_049805.1	13080	0	0	0
2230_NC_049805.1	13080	0	0	0
2231_NC_049805.1	13080	0	0	0
2232_NC_049805.1	13080	0	0	0
2233_NC_049805.1	13080	0	0	0
2234_NC_049805.1	13080	0	0	0
2235_NC_049805.1	13080	0	0	0
2236_NC_049805.1	13080	0	0	0
2237_NC_049805.1	13080	0	0	0
2238_NC_049805.1	132	0	0	0
NC_048853.1	12840	0	0	0
2239_NC_049805.1	13080	0	0	0
2240_NC_049805.1	13080	0	0	0
2241_NC_049805.1	13080	0	0	0
2242_NC_049805.1	13080	0	0	0
2243_NC_049805.1	13080	0	0	0
2244_NC_049805.1	13080	0	0	0
2245_NC_049805.1	13080	0	0	0
2246_NC_049805.1	12206	0	0	0
NC_048854.1	780	0	0	0
2247_NC_049805.1	13080	0	0	0
2248_NC_049805.1	13080	0	0	0
2249_NC_049805.1	13080	0	0	0
2250_NC_049805.1	5365	0	0	0
NC_048855.1	7620	0	0	0
2251_NC_049805.1	13080	0	0	0
2252_NC_049805.1	13080	0	0	0
2253_NC_049805.1	13080	0	0	0
2254_NC_049805.1	13080	0	0	0
2255_NC_049805.1	13080	0	0	0
2256_NC_049805.1	13080	0	0	0
2257_NC_049805.1	13080	0	0	0
2258_NC_049805.1	13080	0	0	0
2259_NC_049805.1	5858	0	0	0
NC_048856.1	7140	0	0	0
2260_NC_049805.1	13080	0	0	0
2261_NC_049805.1	13080	0	0	0
2262_NC_049805.1	13080	0	0	0
2263_NC_049805.1	13080	0	0	0
2264_NC_049805.1	13080	0	0	0
2265_NC_049805.1	13080	0	0	0
2266_NC_049805.1	13080	0	0	0
2267_NC_049805.1	13080	0	0	0
2268_NC_049805.1	7636	0	0	0
NC_048857.1	5340	0	0	0
2269_NC_049805.1	13080	0	0	0
2270_NC_049805.1	13080	0	0	0
2271_NC_049805.1	13080	0	0	0
2272_NC_049805.1	13080	0	0	0
2273_NC_049805.1	13080	0	0	0
2274_NC_049805.1	13080	0	0	0
2275_NC_049805.1	13080	0	0	0
2276_NC_049805.1	13080	0	0	0
2277_NC_049805.1	11060	0	0	0
NC_048858.1	1920	0	0	0
2278_NC_049805.1	13080	0	0	0
2279_NC_049805.1	3635	0	0	0
NC_048859.1	9360	0	0	0
2280_NC_049805.1	9539	0	0	0
NC_048860.1	3480	0	0	0
2281_NC_049805.1	13080	0	0	0
2282_NC_049805.1	13080	0	0	0
2283_NC_049805.1	13080	0	0	0
2284_NC_049805.1	10972	0	0	0
NC_048861.1	2040	0	0	0
2285_NC_049805.1	13080	0	0	0
2286_NC_049805.1	13080	0	0	0
2287_NC_049805.1	13080	0	0	0
2288_NC_049805.1	13080	0	0	0
2289_NC_049805.1	13080	0	0	0
2290_NC_049805.1	13080	0	0	0
2291_NC_049805.1	10190	0	0	0
NC_048862.1	2820	0	0	0
2292_NC_049805.1	8749	0	0	0
NC_048863.1	4260	0	0	0
2293_NC_049805.1	13080	0	0	0
2294_NC_049805.1	13080	0	0	0
2295_NC_049805.1	13080	0	0	0
2296_NC_049805.1	8964	0	0	0
NC_048864.1	4020	0	0	0
2297_NC_049805.1	13080	0	0	0
2298_NC_049805.1	13080	0	0	0
2299_NC_049805.1	13080	0	0	0
2300_NC_049805.1	9507	0	0	0
NC_048865.1	3480	0	0	0
2301_NC_049805.1	13080	0	0	0
2302_NC_049805.1	13080	0	0	0
2303_NC_049805.1	13080	0	0	0
2304_NC_049805.1	13080	0	0	0
2305_NC_049805.1	13080	0	0	0
2306_NC_049805.1	13080	0	0	0
2307_NC_049805.1	13080	0	0	0
2308_NC_049805.1	13080	0	0	0
2309_NC_049805.1	1252	0	0	0
NC_048866.1	11760	0	0	0
2310_NC_049805.1	13080	0	0	0
2311_NC_049805.1	13080	0	0	0
2312_NC_049805.1	13080	0	0	0
2313_NC_049805.1	13080	0	0	0
2314_NC_049805.1	13080	0	0	0
2315_NC_049805.1	13080	0	0	0
2316_NC_049805.1	13080	0	0	0
2317_NC_049805.1	6219	0	0	0
NC_048867.1	6780	0	0	0
2318_NC_049805.1	13080	0	0	0
2319_NC_049805.1	13080	0	0	0
2320_NC_049805.1	13080	0	0	0
2321_NC_049805.1	13080	0	0	0
2322_NC_049805.1	13080	0	0	0
2323_NC_049805.1	13080	0	0	0
2324_NC_049805.1	13080	0	0	0
2325_NC_049805.1	11843	0	0	0
NC_048868.1	1140	0	0	0
2326_NC_049805.1	13080	0	0	0
2327_NC_049805.1	13080	0	0	0
2328_NC_049805.1	13080	0	0	0
2329_NC_049805.1	13080	0	0	0
2330_NC_049805.1	13080	0	0	0
2331_NC_049805.1	13080	0	0	0
2332_NC_049805.1	13080	0	0	0
2333_NC_049805.1	13080	0	0	0
2334_NC_049805.1	6226	0	0	0
NC_048869.1	6780	0	0	0
2335_NC_049805.1	13080	0	0	0
2336_NC_049805.1	13080	0	0	0
2337_NC_049805.1	13080	0	0	0
2338_NC_049805.1	13080	0	0	0
2339_NC_049805.1	13080	0	0	0
2340_NC_049805.1	13080	0	0	0
2341_NC_049805.1	13080	0	0	0
2342_NC_049805.1	13080	0	0	0
2343_NC_049805.1	697	0	0	0
NC_048870.1	12300	0	0	0
2344_NC_049805.1	13080	0	0	0
2345_NC_049805.1	13080	0	0	0
2346_NC_049805.1	13080	0	0	0
2347_NC_049805.1	13080	0	0	0
2348_NC_049805.1	13080	0	0	0
2349_NC_049805.1	13080	0	0	0
2350_NC_049805.1	13080	0	0	0
2351_NC_049805.1	8617	0	0	0
NC_048871.1	4380	0	0	0
2352_NC_049805.1	13080	0	0	0
2353_NC_049805.1	13080	0	0	0
2354_NC_049805.1	13080	0	0	0
2355_NC_049805.1	13080	0	0	0
2356_NC_049805.1	13080	0	0	0
2357_NC_049805.1	13080	0	0	0
2358_NC_049805.1	13080	0	0	0
2359_NC_049805.1	13080	0	0	0
2360_NC_049805.1	4483	0	0	0
NC_048872.1	8520	0	0	0
2361_NC_049805.1	13080	0	0	0
2362_NC_049805.1	13080	0	0	0
2363_NC_049805.1	13080	0	0	0
2364_NC_049805.1	13080	0	0	0
2365_NC_049805.1	13080	0	0	0
2366_NC_049805.1	13080	0	0	0
2367_NC_049805.1	13080	0	0	0
2368_NC_049805.1	13080	0	0	0
2369_NC_049805.1	899	0	0	0
NC_048875.1	12120	0	0	0
2370_NC_049805.1	13080	0	0	0
2371_NC_049805.1	13080	0	0	0
2372_NC_049805.1	13080	0	0	0
2373_NC_049805.1	3622	0	0	0
NC_048876.1	9360	0	0	0
2374_NC_049805.1	13080	0	0	0
2375_NC_049805.1	13080	0	0	0
2376_NC_049805.1	13080	0	0	0
2377_NC_049805.1	9131	0	0	0
NC_048877.1	3840	0	0	0
2378_NC_049805.1	13080	0	0	0
2379_NC_049805.1	13080	0	0	0
2380_NC_049805.1	13080	0	0	0
2381_NC_049805.1	11362	0	0	0
NC_048878.1	1620	0	0	0
2382_NC_049805.1	13080	0	0	0
2383_NC_049805.1	13080	0	0	0
2384_NC_049805.1	13080	0	0	0
2385_NC_049805.1	13080	0	0	0
2386_NC_049805.1	2223	0	0	0
NC_048892.1	10740	0	0	0
2387_NC_049805.1	13080	0	0	0
2388_NC_049805.1	13080	0	0	0
2389_NC_049805.1	13080	0	0	0
2390_NC_049805.1	13080	0	0	0
2391_NC_049805.1	10563	0	0	0
NC_007636.1	2400	0	0	0
2392_NC_049805.1	13080	0	0	0
2393_NC_049805.1	13080	0	0	0
2394_NC_049805.1	11139	0	0	0
NC_047700.1	1860	0	0	0
2395_NC_049805.1	13080	0	0	0
2396_NC_049805.1	13080	0	0	0
2397_NC_049805.1	13080	0	0	0
2398_NC_049805.1	1027	0	0	0
NC_047701.1	11940	0	0	0
2399_NC_049805.1	13080	0	0	0
2400_NC_049805.1	13080	0	0	0
2401_NC_049805.1	4299	0	0	0
NC_047702.1	8700	0	0	0
2402_NC_049805.1	13080	0	0	0
2403_NC_049805.1	13080	0	0	0
2404_NC_049805.1	7704	0	0	0
NC_047703.1	5280	0	0	0
2405_NC_049805.1	13080	0	0	0
2406_NC_049805.1	13080	0	0	0
2407_NC_049805.1	6113	0	0	0
NC_047704.1	6900	0	0	0
2408_NC_049805.1	13080	0	0	0
2409_NC_049805.1	13080	0	0	0
2410_NC_049805.1	7504	0	0	0
NC_047705.1	5460	0	0	0
2411_NC_049805.1	13080	0	0	0
2412_NC_049805.1	13080	0	0	0
2413_NC_049805.1	10183	0	0	0
NC_047706.1	2820	0	0	0
2414_NC_049805.1	13080	0	0	0
2415_NC_049805.1	13080	0	0	0
2416_NC_049805.1	13080	0	0	0
2417_NC_049805.1	1492	0	0	0
NC_047707.1	11520	0	0	0
2418_NC_049805.1	13080	0	0	0
2419_NC_049805.1	13080	0	0	0
2420_NC_049805.1	6018	0	0	0
NC_047708.1	6960	0	0	0
2421_NC_049805.1	13080	0	0	0
2422_NC_049805.1	13080	0	0	0
2423_NC_049805.1	8867	0	0	0
NC_047709.1	4140	0	0	0
2424_NC_049805.1	13080	0	0	0
2425_NC_049805.1	13080	0	0	0
2426_NC_049805.1	13080	0	0	0
2427_NC_049805.1	1325	0	0	0
NC_047710.1	11640	0	0	0
2428_NC_049805.1	13080	0	0	0
2429_NC_049805.1	13080	0	0	0
2430_NC_049805.1	5644	0	0	0
NC_047711.1	7320	0	0	0
2431_NC_049805.1	13080	0	0	0
2432_NC_049805.1	13080	0	0	0
2433_NC_049805.1	7386	0	0	0
NC_047718.1	5580	0	0	0
2434_NC_049805.1	13080	0	0	0
2435_NC_049805.1	13080	0	0	0
2436_NC_049805.1	13080	0	0	0
2437_NC_049805.1	13080	0	0	0
2438_NC_049805.1	13080	0	0	0
2439_NC_049805.1	13080	0	0	0
2440_NC_049805.1	13080	0	0	0
2441_NC_049805.1	13080	0	0	0
2442_NC_049805.1	13080	0	0	0
2443_NC_049805.1	13080	0	0	0
2444_NC_049805.1	13080	0	0	0
2445_NC_049805.1	5530	0	0	0
NC_047719.1	7440	0	0	0
2446_NC_049805.1	13080	0	0	0
2447_NC_049805.1	13080	0	0	0
2448_NC_049805.1	13080	0	0	0
2449_NC_049805.1	13080	0	0	0
2450_NC_049805.1	13080	0	0	0
2451_NC_049805.1	13080	0	0	0
2452_NC_049805.1	13080	0	0	0
2453_NC_049805.1	13080	0	0	0
2454_NC_049805.1	13080	0	0	0
2455_NC_049805.1	13080	0	0	0
2456_NC_049805.1	13080	0	0	0
2457_NC_049805.1	13080	0	0	0
2458_NC_049805.1	8474	0	0	0
NC_047720.1	4500	0	0	0
2459_NC_049805.1	13080	0	0	0
2460_NC_049805.1	13080	0	0	0
2461_NC_049805.1	13080	0	0	0
2462_NC_049805.1	13080	0	0	0
2463_NC_049805.1	13080	0	0	0
2464_NC_049805.1	13080	0	0	0
2465_NC_049805.1	13080	0	0	0
2466_NC_049805.1	13080	0	0	0
2467_NC_049805.1	13080	0	0	0
2468_NC_049805.1	13080	0	0	0
2469_NC_049805.1	3039	0	0	0
NC_047721.1	9960	0	0	0
2470_NC_049805.1	13080	0	0	0
2471_NC_049805.1	13080	0	0	0
2472_NC_049805.1	13080	0	0	0
2473_NC_049805.1	13080	0	0	0
2474_NC_049805.1	13080	0	0	0
2475_NC_049805.1	13080	0	0	0
2476_NC_049805.1	13080	0	0	0
2477_NC_049805.1	13080	0	0	0
2478_NC_049805.1	13080	0	0	0
2479_NC_049805.1	9351	0	0	0
NC_047722.1	3660	0	0	0
2480_NC_049805.1	13080	0	0	0
2481_NC_049805.1	13080	0	0	0
2482_NC_049805.1	13080	0	0	0
2483_NC_049805.1	13080	0	0	0
2484_NC_049805.1	13080	0	0	0
2485_NC_049805.1	13080	0	0	0
2486_NC_049805.1	13080	0	0	0
2487_NC_049805.1	13080	0	0	0
2488_NC_049805.1	13080	0	0	0
2489_NC_049805.1	13080	0	0	0
2490_NC_049805.1	11187	0	0	0
NC_047723.1	1800	0	0	0
2491_NC_049805.1	13080	0	0	0
2492_NC_049805.1	13080	0	0	0
2493_NC_049805.1	13080	0	0	0
2494_NC_049805.1	13080	0	0	0
2495_NC_049805.1	13080	0	0	0
2496_NC_049805.1	13080	0	0	0
2497_NC_049805.1	13080	0	0	0
2498_NC_049805.1	13080	0	0	0
2499_NC_049805.1	13080	0	0	0
2500_NC_049805.1	13080	0	0	0
2501_NC_049805.1	8418	0	0	0
NC_047724.1	4560	0	0	0
2502_NC_049805.1	13080	0	0	0
2503_NC_049805.1	13080	0	0	0
2504_NC_049805.1	13080	0	0	0
2505_NC_049805.1	13080	0	0	0
2506_NC_049805.1	13080	0	0	0
2507_NC_049805.1	13080	0	0	0
2508_NC_049805.1	13080	0	0	0
2509_NC_049805.1	13080	0	0	0
2510_NC_049805.1	13080	0	0	0
2511_NC_049805.1	13080	0	0	0
2512_NC_049805.1	13080	0	0	0
2513_NC_049805.1	124	0	0	0
NC_047725.1	12840	0	0	0
2514_NC_049805.1	13080	0	0	0
2515_NC_049805.1	13080	0	0	0
2516_NC_049805.1	13080	0	0	0
2517_NC_049805.1	13080	0	0	0
2518_NC_049805.1	13080	0	0	0
2519_NC_049805.1	13080	0	0	0
2520_NC_049805.1	13080	0	0	0
2521_NC_049805.1	13080	0	0	0
2522_NC_049805.1	13080	0	0	0
2523_NC_049805.1	13080	0	0	0
2524_NC_049805.1	4841	0	0	0
NC_047726.1	8160	0	0	0
2525_NC_049805.1	13080	0	0	0
2526_NC_049805.1	13080	0	0	0
2527_NC_049805.1	13080	0	0	0
2528_NC_049805.1	13080	0	0	0
2529_NC_049805.1	13080	0	0	0
2530_NC_049805.1	13080	0	0	0
2531_NC_049805.1	13080	0	0	0
2532_NC_049805.1	13080	0	0	0
